participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.approval,participant.pgg_id,participant.pgg_role,participant.id_treatment,participant.contri_treatment,participant.q1,participant.q2,participant.q3,participant.q4,participant.q5,participant.q6,participant.q7,participant.q8,participant.q9,participant.q10,participant.q11,participant.q12,participant.q13,participant.q14,participant.q15,participant.q16,participant.q17,participant.q18,participant.q19,participant.q20,participant.q21,participant.q22,participant.q23,participant.q24,participant.q25,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.contri_treatment,session.config.id_treatment,session.config.pgg_role,session.config.real_world_currency_per_point,check_in.1.player.id_in_group,check_in.1.player.role,check_in.1.player.payoff,check_in.1.player.approval,check_in.1.player.quit_id,check_in.1.group.id_in_subsession,check_in.1.subsession.round_number,pgg.1.player.id_in_group,pgg.1.player.role,pgg.1.player.payoff,pgg.1.player.approval,pgg.1.player.id_treatment,pgg.1.player.contri_treatment,pgg.1.player.pgg_role,pgg.1.player.pgg_id,pgg.1.player.pgg_id_checking,pgg.1.player.quit_id,pgg.1.player.q1,pgg.1.player.q2,pgg.1.player.q3,pgg.1.player.q4,pgg.1.player.q5,pgg.1.player.q6,pgg.1.player.q7,pgg.1.player.q8,pgg.1.player.q9,pgg.1.player.q10,pgg.1.player.q11,pgg.1.player.q12,pgg.1.player.q13,pgg.1.player.q14,pgg.1.player.q15,pgg.1.player.q16,pgg.1.player.q17,pgg.1.player.q18,pgg.1.player.q19,pgg.1.player.q20,pgg.1.player.q21,pgg.1.player.q22,pgg.1.player.q23,pgg.1.player.q24,pgg.1.player.q25,pgg.1.player.file,pgg.1.group.id_in_subsession,pgg.1.subsession.round_number,pgg_decision.1.player.id_in_group,pgg_decision.1.player.role,pgg_decision.1.player.payoff,pgg_decision.1.player.pgg_role,pgg_decision.1.player.id_treatment,pgg_decision.1.player.contri_treatment,pgg_decision.1.player.pgg_id,pgg_decision.1.player.contribution,pgg_decision.1.player.decision_duration,pgg_decision.1.player.id_1,pgg_decision.1.player.id_2,pgg_decision.1.player.id_3,pgg_decision.1.player.id_4,pgg_decision.1.player.contribution_1,pgg_decision.1.player.contribution_2,pgg_decision.1.player.contribution_3,pgg_decision.1.player.contribution_4,pgg_decision.1.group.id_in_subsession,pgg_decision.1.group.total_contribution,pgg_decision.1.group.individual_share,pgg_decision.1.subsession.round_number,pgg_decision.2.player.id_in_group,pgg_decision.2.player.role,pgg_decision.2.player.payoff,pgg_decision.2.player.pgg_role,pgg_decision.2.player.id_treatment,pgg_decision.2.player.contri_treatment,pgg_decision.2.player.pgg_id,pgg_decision.2.player.contribution,pgg_decision.2.player.decision_duration,pgg_decision.2.player.id_1,pgg_decision.2.player.id_2,pgg_decision.2.player.id_3,pgg_decision.2.player.id_4,pgg_decision.2.player.contribution_1,pgg_decision.2.player.contribution_2,pgg_decision.2.player.contribution_3,pgg_decision.2.player.contribution_4,pgg_decision.2.group.id_in_subsession,pgg_decision.2.group.total_contribution,pgg_decision.2.group.individual_share,pgg_decision.2.subsession.round_number,pgg_decision.3.player.id_in_group,pgg_decision.3.player.role,pgg_decision.3.player.payoff,pgg_decision.3.player.pgg_role,pgg_decision.3.player.id_treatment,pgg_decision.3.player.contri_treatment,pgg_decision.3.player.pgg_id,pgg_decision.3.player.contribution,pgg_decision.3.player.decision_duration,pgg_decision.3.player.id_1,pgg_decision.3.player.id_2,pgg_decision.3.player.id_3,pgg_decision.3.player.id_4,pgg_decision.3.player.contribution_1,pgg_decision.3.player.contribution_2,pgg_decision.3.player.contribution_3,pgg_decision.3.player.contribution_4,pgg_decision.3.group.id_in_subsession,pgg_decision.3.group.total_contribution,pgg_decision.3.group.individual_share,pgg_decision.3.subsession.round_number,pgg_decision.4.player.id_in_group,pgg_decision.4.player.role,pgg_decision.4.player.payoff,pgg_decision.4.player.pgg_role,pgg_decision.4.player.id_treatment,pgg_decision.4.player.contri_treatment,pgg_decision.4.player.pgg_id,pgg_decision.4.player.contribution,pgg_decision.4.player.decision_duration,pgg_decision.4.player.id_1,pgg_decision.4.player.id_2,pgg_decision.4.player.id_3,pgg_decision.4.player.id_4,pgg_decision.4.player.contribution_1,pgg_decision.4.player.contribution_2,pgg_decision.4.player.contribution_3,pgg_decision.4.player.contribution_4,pgg_decision.4.group.id_in_subsession,pgg_decision.4.group.total_contribution,pgg_decision.4.group.individual_share,pgg_decision.4.subsession.round_number,pgg_decision.5.player.id_in_group,pgg_decision.5.player.role,pgg_decision.5.player.payoff,pgg_decision.5.player.pgg_role,pgg_decision.5.player.id_treatment,pgg_decision.5.player.contri_treatment,pgg_decision.5.player.pgg_id,pgg_decision.5.player.contribution,pgg_decision.5.player.decision_duration,pgg_decision.5.player.id_1,pgg_decision.5.player.id_2,pgg_decision.5.player.id_3,pgg_decision.5.player.id_4,pgg_decision.5.player.contribution_1,pgg_decision.5.player.contribution_2,pgg_decision.5.player.contribution_3,pgg_decision.5.player.contribution_4,pgg_decision.5.group.id_in_subsession,pgg_decision.5.group.total_contribution,pgg_decision.5.group.individual_share,pgg_decision.5.subsession.round_number,pgg_decision.6.player.id_in_group,pgg_decision.6.player.role,pgg_decision.6.player.payoff,pgg_decision.6.player.pgg_role,pgg_decision.6.player.id_treatment,pgg_decision.6.player.contri_treatment,pgg_decision.6.player.pgg_id,pgg_decision.6.player.contribution,pgg_decision.6.player.decision_duration,pgg_decision.6.player.id_1,pgg_decision.6.player.id_2,pgg_decision.6.player.id_3,pgg_decision.6.player.id_4,pgg_decision.6.player.contribution_1,pgg_decision.6.player.contribution_2,pgg_decision.6.player.contribution_3,pgg_decision.6.player.contribution_4,pgg_decision.6.group.id_in_subsession,pgg_decision.6.group.total_contribution,pgg_decision.6.group.individual_share,pgg_decision.6.subsession.round_number,pgg_decision.7.player.id_in_group,pgg_decision.7.player.role,pgg_decision.7.player.payoff,pgg_decision.7.player.pgg_role,pgg_decision.7.player.id_treatment,pgg_decision.7.player.contri_treatment,pgg_decision.7.player.pgg_id,pgg_decision.7.player.contribution,pgg_decision.7.player.decision_duration,pgg_decision.7.player.id_1,pgg_decision.7.player.id_2,pgg_decision.7.player.id_3,pgg_decision.7.player.id_4,pgg_decision.7.player.contribution_1,pgg_decision.7.player.contribution_2,pgg_decision.7.player.contribution_3,pgg_decision.7.player.contribution_4,pgg_decision.7.group.id_in_subsession,pgg_decision.7.group.total_contribution,pgg_decision.7.group.individual_share,pgg_decision.7.subsession.round_number,pgg_decision.8.player.id_in_group,pgg_decision.8.player.role,pgg_decision.8.player.payoff,pgg_decision.8.player.pgg_role,pgg_decision.8.player.id_treatment,pgg_decision.8.player.contri_treatment,pgg_decision.8.player.pgg_id,pgg_decision.8.player.contribution,pgg_decision.8.player.decision_duration,pgg_decision.8.player.id_1,pgg_decision.8.player.id_2,pgg_decision.8.player.id_3,pgg_decision.8.player.id_4,pgg_decision.8.player.contribution_1,pgg_decision.8.player.contribution_2,pgg_decision.8.player.contribution_3,pgg_decision.8.player.contribution_4,pgg_decision.8.group.id_in_subsession,pgg_decision.8.group.total_contribution,pgg_decision.8.group.individual_share,pgg_decision.8.subsession.round_number,pgg_decision.9.player.id_in_group,pgg_decision.9.player.role,pgg_decision.9.player.payoff,pgg_decision.9.player.pgg_role,pgg_decision.9.player.id_treatment,pgg_decision.9.player.contri_treatment,pgg_decision.9.player.pgg_id,pgg_decision.9.player.contribution,pgg_decision.9.player.decision_duration,pgg_decision.9.player.id_1,pgg_decision.9.player.id_2,pgg_decision.9.player.id_3,pgg_decision.9.player.id_4,pgg_decision.9.player.contribution_1,pgg_decision.9.player.contribution_2,pgg_decision.9.player.contribution_3,pgg_decision.9.player.contribution_4,pgg_decision.9.group.id_in_subsession,pgg_decision.9.group.total_contribution,pgg_decision.9.group.individual_share,pgg_decision.9.subsession.round_number,pgg_decision.10.player.id_in_group,pgg_decision.10.player.role,pgg_decision.10.player.payoff,pgg_decision.10.player.pgg_role,pgg_decision.10.player.id_treatment,pgg_decision.10.player.contri_treatment,pgg_decision.10.player.pgg_id,pgg_decision.10.player.contribution,pgg_decision.10.player.decision_duration,pgg_decision.10.player.id_1,pgg_decision.10.player.id_2,pgg_decision.10.player.id_3,pgg_decision.10.player.id_4,pgg_decision.10.player.contribution_1,pgg_decision.10.player.contribution_2,pgg_decision.10.player.contribution_3,pgg_decision.10.player.contribution_4,pgg_decision.10.group.id_in_subsession,pgg_decision.10.group.total_contribution,pgg_decision.10.group.individual_share,pgg_decision.10.subsession.round_number,questionaire.1.player.id_in_group,questionaire.1.player.role,questionaire.1.player.payoff,questionaire.1.player.sex,questionaire.1.player.age,questionaire.1.player.blood,questionaire.1.player.native,questionaire.1.player.university,questionaire.1.player.department,questionaire.1.player.grade,questionaire.1.player.trust,questionaire.1.player.svo_mine_1,questionaire.1.player.svo_other_1,questionaire.1.player.svo_mine_2,questionaire.1.player.svo_other_2,questionaire.1.player.svo_mine_3,questionaire.1.player.svo_other_3,questionaire.1.player.svo_mine_4,questionaire.1.player.svo_other_4,questionaire.1.player.svo_mine_5,questionaire.1.player.svo_other_5,questionaire.1.player.svo_mine_6,questionaire.1.player.svo_other_6,questionaire.1.group.id_in_subsession,questionaire.1.subsession.round_number,mpl.1.player.id_in_group,mpl.1.player.role,mpl.1.player.payoff,mpl.1.player.mpl_0,mpl.1.player.mpl_10,mpl.1.player.mpl_20,mpl.1.player.mpl_30,mpl.1.player.mpl_40,mpl.1.player.mpl_50,mpl.1.player.mpl_60,mpl.1.player.mpl_70,mpl.1.player.mpl_80,mpl.1.player.mpl_90,mpl.1.player.mpl_100,mpl.1.player.mpl_number,mpl.1.player.mpl_agree,mpl.1.player.mpl_payoff,mpl.1.player.check,mpl.1.player.password,mpl.1.player.pass_check,mpl.1.player.link,mpl.1.player.suggestion,mpl.1.group.id_in_subsession,mpl.1.subsession.round_number,A_drop.1.player.id_in_group,A_drop.1.player.role,A_drop.1.player.payoff,A_drop.1.player.sex,A_drop.1.player.age,A_drop.1.player.blood,A_drop.1.player.native,A_drop.1.player.university,A_drop.1.player.department,A_drop.1.player.grade,A_drop.1.player.trust,A_drop.1.player.svo_mine_1,A_drop.1.player.svo_other_1,A_drop.1.player.svo_mine_2,A_drop.1.player.svo_other_2,A_drop.1.player.svo_mine_3,A_drop.1.player.svo_other_3,A_drop.1.player.svo_mine_4,A_drop.1.player.svo_other_4,A_drop.1.player.svo_mine_5,A_drop.1.player.svo_other_5,A_drop.1.player.svo_mine_6,A_drop.1.player.svo_other_6,A_drop.1.player.mpl_0,A_drop.1.player.mpl_10,A_drop.1.player.mpl_20,A_drop.1.player.mpl_30,A_drop.1.player.mpl_40,A_drop.1.player.mpl_50,A_drop.1.player.mpl_60,A_drop.1.player.mpl_70,A_drop.1.player.mpl_80,A_drop.1.player.mpl_90,A_drop.1.player.mpl_100,A_drop.1.player.mpl_number,A_drop.1.player.mpl_agree,A_drop.1.player.mpl_payoff,A_drop.1.player.check,A_drop.1.player.password,A_drop.1.player.pass_check,A_drop.1.player.link,A_drop.1.player.suggestion,A_drop.1.group.id_in_subsession,A_drop.1.subsession.round_number
1,7yik77ct,,0,1,68,check_in,Screen_0,32:53.6,1,,,0,,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,1,,0,,Cum087,1,1,1,,0,,id_user,own_info,A,,,Cum087,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,1,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,1,,0,,,,,,,,,,,,,,,,,,,,,1,1,8,,0,,,,,,,,,,,,-1,-1,0,1,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,m3ihl84h,,0,2,68,pgg,Arrival_Page_Before_Screen_1,06:22.6,1,,,0,1,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,2,,0,1,Naq268,1,1,2,,0,,id_user,own_info,A,,,Naq268,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,2,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,2,,0,,,,,,,,,,,,,,,,,,,,,1,1,10,,0,,,,,,,,,,,,-1,-1,0,0,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,qau5lqqb,,0,0,68,,,,0,,,0,,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,3,,0,,Ooc224,1,1,3,,0,,id_user,own_info,A,,,Ooc224,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,3,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,3,,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,,,,,,,,,,,,-1,-1,0,1,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5lklae16,,0,12,68,pgg_decision,Arrival_Page_Before_Screen_6,01:13.4,1,,,0,1,jadesue,A,id_user,own_info,1.0/1.2,91/59,154.5,有,無,F,蘇,E,568,未婚,9月9日,黃,,618,YouTube、Yahoo奇摩、Google文件,,浪漫耶誕禮物自己做 爆漿酒心巧克力 能超越國際品牌!? ｜厭世甜點店,明清史,無,27,iPhone SE,否,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,4,,0,1,Sus413,1,1,1,,0,,id_user,own_info,A,jadesue,,Sus413,1.0/1.2,91/59,154.5,有,無,F,蘇,E,568,未婚,9月9日,黃,,618,YouTube、Yahoo奇摩、Google文件,,浪漫耶誕禮物自己做 爆漿酒心巧克力 能超越國際品牌!? ｜厭世甜點店,明清史,無,27,iPhone SE,否,,,,,3,1,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,4,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,4,,0,生理女,20,AB型,台灣本地生,台灣大學,1030_歷史學系,大學部2年級,3,85,85,100,50,85,85,65,64,76,74,85,85,1,1,3,,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,zsvw1fn9,,0,68,68,mpl,Screen4,00:22.2,1,,,285.5,1,NTUMED,A,id_user,own_info,1.0/1.0,120/80,170,無,無,F,矗,N,31,未婚,1月2日,梁,崙平里,359,NTU COOL、NTU CEIBA、NTU 首頁,,社畜時代,內外二,無,30,iPhone 11 Pro Max,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,5,,0,1,Zih360,1,1,1,,0,,id_user,own_info,A,NTUMED,,Zih360,1.0/1.0,120/80,170,無,無,F,矗,N,31,未婚,1月2日,梁,崙平里,359,NTU COOL、NTU CEIBA、NTU 首頁,,社畜時代,內外二,無,30,iPhone 11 Pro Max,,,,,,2,1,2,,27.5,A,id_user,own_info,NTUMED,0,20.4,ayaaya,lazymed,NTUMED,asdfghjk,5,0,0,10,2,15,7.5,1,2,,22.5,A,id_user,own_info,NTUMED,0,4.7,ayaaya,lazymed,NTUMED,asdfghjk,0,0,0,5,2,5,2.5,2,2,,25,A,id_user,own_info,NTUMED,0,4.4,ayaaya,lazymed,NTUMED,asdfghjk,2,0,0,8,2,10,5,3,2,,20,A,id_user,own_info,NTUMED,20,8.1,lazymed,asdfghjk,NTUMED,ayaaya,5,12,20,3,2,40,20,4,2,,32.5,A,id_user,own_info,NTUMED,0,3.9,ayaaya,lazymed,asdfghjk,NTUMED,5,10,10,0,2,25,12.5,5,2,,30,A,id_user,own_info,NTUMED,0,4.4,ayaaya,NTUMED,lazymed,asdfghjk,8,0,0,12,2,20,10,6,2,,27,A,id_user,own_info,NTUMED,1,5.2,lazymed,asdfghjk,ayaaya,NTUMED,10,0,5,1,2,16,8,7,2,,24.5,A,id_user,own_info,NTUMED,1,3.9,asdfghjk,NTUMED,ayaaya,lazymed,5,1,5,0,2,11,5.5,8,2,,25.5,A,id_user,own_info,NTUMED,5,4.7,ayaaya,lazymed,NTUMED,asdfghjk,0,10,5,6,2,21,10.5,9,2,,31,A,id_user,own_info,NTUMED,0,4.1,ayaaya,asdfghjk,lazymed,NTUMED,4,8,10,0,2,22,11,10,5,,0,生理男,26,A型,台灣本地生,台灣大學,4120_學士後護理學系,大學部2年級,5,85,16,100,50,85,85,85,15,100,50,100,50,1,1,2,,0,1,1,1,1,1,1,1,1,1,1,1,20,1,20,1,T@ssEl468,0,https://reurl.cc/yeVp5M,謝謝，辛苦了,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,kntt7wz5,,0,0,68,,,,0,,,0,,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,6,,0,,Vef836,1,1,6,,0,,id_user,own_info,A,,,Vef836,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,6,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,6,,0,,,,,,,,,,,,,,,,,,,,,1,1,9,,0,,,,,,,,,,,,-1,-1,0,0,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,kgmwfllh,,0,12,68,pgg_decision,Arrival_Page_Before_Screen_6,00:42.4,1,,,0,1,starburst,A,id_user,own_info,0.9/0.9,113/67,173.6,,,M,賴,A,837,未婚,6月25日,戴,榮光里,668,歡迎光臨博客來、巴哈姆特電玩資訊站、您追隨的Live頻道 - Twitch,,Hololive 節奏天國 Remix 10,金融科技導論,,250,ASUS_Z01MDA,否,否,否,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,7,,0,1,Aeb436,1,1,2,,0,,id_user,own_info,A,starburst,,Aeb436,0.9/0.9,113/67,173.6,,,M,賴,A,837,未婚,6月25日,戴,榮光里,668,歡迎光臨博客來、巴哈姆特電玩資訊站、您追隨的Live頻道 - Twitch,,Hololive 節奏天國 Remix 10,金融科技導論,,250,ASUS_Z01MDA,否,否,否,,,2,1,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,7,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,7,,0,生理男,24,B型,台灣本地生,台灣大學,9420_電信工程學研究所,碩士班學生,3,85,85,100,50,85,85,85,15,100,50,100,50,1,1,16,,0,0,1,1,1,1,1,1,1,1,1,1,20,1,20,1,T@ssEl864,1,https://reurl.cc/yeVp5M,無,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,n7whrk4k,,0,2,68,pgg,Arrival_Page_Before_Screen_1,02:51.5,1,,,0,1,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,8,,0,1,Eod735,1,1,8,,0,,id_user,own_info,A,,,Eod735,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,8,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,8,,0,,,,,,,,,,,,,,,,,,,,,1,1,14,,0,,,,,,,,,,,,-1,-1,0,0,,-1,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,kpyfxqt4,,0,6,68,pgg,Screen_2,00:28.4,1,,,0,1,,A,id_user,own_info,,,,,,,,,,,,,,,,,,,,,,,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,9,,0,1,Sab041,1,1,2,,0,,id_user,own_info,A,,,Sab041,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,1,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,2,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,3,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,4,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,5,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,6,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,7,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,8,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,9,9,,0,A,id_user,own_info,,,,,,,,,,,,1,,,10,9,,0,生理女,20,B型,台灣本地生,台灣大學,5040_化學工程學系,大學部2年級,4,85,55,100,50,73,90,80,26,95,55,96,60,1,1,12,,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,1,T@ssEl468,0,https://reurl.cc/yeVp5M,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,inv89j3a,,0,68,68,mpl,Screen4,00:53.1,1,,,316.5,1,asdfghjk,A,id_user,own_info,1.0/1.0,100/69,"	164.0",有,無,F,彤,N,191,未婚,11月7日,曾,竹營里,117,郵件、臺大選課系統、NTU CEIBA-國立臺灣大學 非同步課程管理系統,"25.016308, 121.534329",,現代科學與心靈科學,無,39,OPPO R15,否,,,,t96hl8b4,,,,,1,50,A_userID_ownInfo,own_info,id_user,A,1,10,,0,1,Zat444,1,1,3,,0,,id_user,own_info,A,asdfghjk,,Zat444,1.0/1.0,100/69,"	164.0",有,無,F,彤,N,191,未婚,11月7日,曾,竹營里,117,郵件、臺大選課系統、NTU CEIBA-國立臺灣大學 非同步課程管理系統,"25.016308, 121.534329",,現代科學與心靈科學,無,39,OPPO R15,否,,,,,3,1,1,,17.5,A,id_user,own_info,asdfghjk,10,9.4,ayaaya,lazymed,NTUMED,asdfghjk,5,0,0,10,2,15,7.5,1,1,,17.5,A,id_user,own_info,asdfghjk,5,2.6,ayaaya,NTUMED,lazymed,asdfghjk,0,0,0,5,2,5,2.5,2,1,,17,A,id_user,own_info,asdfghjk,8,4,asdfghjk,NTUMED,lazymed,ayaaya,8,0,0,2,2,10,5,3,1,,28,A,id_user,own_info,asdfghjk,12,3.3,asdfghjk,ayaaya,NTUMED,lazymed,12,3,20,5,2,40,20,4,1,,22.5,A,id_user,own_info,asdfghjk,10,4.7,lazymed,asdfghjk,NTUMED,ayaaya,10,10,0,5,2,25,12.5,5,1,,18,A,id_user,own_info,asdfghjk,12,2.8,NTUMED,asdfghjk,ayaaya,lazymed,0,12,8,0,2,20,10,6,1,,28,A,id_user,own_info,asdfghjk,0,3.8,asdfghjk,NTUMED,ayaaya,lazymed,0,1,5,10,2,16,8,7,1,,20.5,A,id_user,own_info,asdfghjk,5,2.2,lazymed,ayaaya,asdfghjk,NTUMED,0,5,5,1,2,11,5.5,8,1,,24.5,A,id_user,own_info,asdfghjk,6,3.5,NTUMED,ayaaya,lazymed,asdfghjk,5,0,10,6,2,21,10.5,9,1,,23,A,id_user,own_info,asdfghjk,8,2.5,ayaaya,lazymed,asdfghjk,NTUMED,4,10,8,0,2,22,11,10,10,,0,生理女,22,B型,台灣本地生,台灣大學,6010_農藝學系,大學部4年級,4,85,50,90,26,75,89,60,75,70,80,90,73,1,1,4,,0,0,0,0,1,1,1,1,1,0,0,0,100,0,0,0,,-1,https://reurl.cc/yeVp5M,規則有點複雜,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
